movie_title,movie_type,movie_content,movie_img,movie_open_date,movie_rating,movie_runtime,movie_actor,movie_director,movie_country,movie_seq
드라큘라: 전설의 시작,"판타지, 액션","강인한 군주이자 아버지 그리고 위대한 영웅, 드라큘라 백작은 백성들을 평화로 다스리며 절대적인 신임을 받는다.
 하지만 막강한 군대를 앞세운 투르크 제국의 술탄이 세상을 정복하기 위한 야욕을 드러내며 복종의 대가로
 사내아이 1천 명을 요구하자, 분노한 드라큘라는 그들과의 전쟁을 선포한다.
 압도적인 전력의 투르크 대군을 물리치기 위한 유일한 방법으로 그는 전설 속 악마를 찾아가
 절대적인 힘을 얻고 자신을 담보로 한 위험한 계약을 하고 만다.
 스스로 어둠의 존재가 되는 것을 선택한 그에게 주어진 시간은 단 3일.
 피할 수 없는 악마의 저주로부터 벗어나 그는 세상을 구원할 영웅이 될 수 있을 것인가…",드라큘라 전설의 시작.jpg,2014.10.08,8.05,92분,"루크 에반스(드라큘라), 도미닉 쿠퍼(술탄), 찰스 댄스(마스터 뱀파이어)",게리 쇼어,미국,518
찌라시 : 위험한 소문,"드라마, 범죄","가진 것은 없지만 사람 보는 안목과 끈질긴 집념 하나만큼은 타고난 열혈 매니저 ‘우곤’(김강우).
 자신을 믿고 오랜 시간 함께해 온 여배우의 성공을 위해 밑바닥 일도 마다 않고 올인하지만 증권가 찌라시로 인해 대형 스캔들이 터지고, 이에 휘말린 우곤의 여배우는 목숨을 잃게 된다. 근거도 없고, 실체도 없는 찌라시의 한 줄 내용 때문에 모든 것을 잃게 되자 직접 찌라시의 최초 유포자를 찾아 나선 우곤.
 전직 기자 출신이지만 지금은 찌라시 유통업자인 박사장(정진영), 불법 도청계의 레전드 백문 (고창석)을 만난 우곤은 그들을 통해 정보가 생성되고, 제작, 유통, 소비 되는 찌라시의 은밀한 세계를 알게 된다. 피도 눈물도 없는 해결사 차성주(박성웅)까지 등장하여 위협받는 상황 속 우곤은 찌라시의 근원과 그 속에 감춰진 진실을 추격하기 시작하는데…!
 보이지 않는 실체 ‘찌라시’를 둘러싼 숨막히는 추격이 시작된다!",찌라시  위험한 소문.jpg,2014.02.20,7.51,121분,"김강우(우곤), 정진영(박사장), 고창석(백문)",김광식,대한민국,519
빅매치,액션,"천재 악당 '에이스'(신하균)로부터 납치된 형(이성민)을 구하기 위한
 불굴의 파이터 '익호'(이정재)의 초특급 무한 질주가 시작된다!
 유치장 탈출부터 거대 도박장, 상암 경기장, 서울역에 이르기까지
 도심 전체를 무대로 멈추지 않는 질주.
 승부의 룰은 단 하나, 멈추면 터진다.
 일생일대 목숨을 건 빅매치가 시작된다!
 
 도심 전체를 무대로 천재 악당(신하균)으로부터 형을 구하기 위한 '익호'(이정재)의 무한질주를 그린 초특급 오락액션",빅매치.jpg,2014.11.26,6.65,112분,"이정재(최익호), 신하균(에이스), 이성민(최영호)",최호,대한민국,520
방황하는 칼날,"스릴러, 범죄","버려진 동네 목욕탕에서 싸늘한 시체로 발견된 여중생 수진. 아버지 상현(정재영)은 하나뿐인 딸의 죽음 앞에 무력할 뿐이다. 그러던 어느 날 상현에게 범인의 정보를 담은 익명의 문자 한 통이 도착한다. 그리고 문자 속 주소대로 찾아간 그곳에서, 소년들에게 성폭행을 당하며 죽어가는 딸의 동영상을 보고 낄낄거리고 있는 철용을 발견한다. 순간, 이성을 잃고 우발적으로 철용을 죽인 상현은 또 다른 공범의 존재를 알게 된 후, 무작정 그를 찾아 나선다. 한편, 수진이 살인사건의 담당 형사 억관(이성민)은 철용의 살해현장을 본 후, 상현이 범인임을 알아차리고 그를 추격하기 시작하는데…",방황하는 칼날.jpg,2014.04.10,7.74,122분,"정재영(이상현), 이성민(장억관)",이정호,대한민국,521
우리는 형제입니다,"코미디, 가족","어린 시절 고아원에서 생이별한 후 30년 만에 극적 상봉에 성공한 상연과 하연 형제!
 하지만 막상 만나고 보니… 정말 한 핏줄 맞아?!
 게다가 30년 만에 만났다는 기쁨도 잠시, 30분 만에 엄마가 감쪽같이 사라져버렸다!
 엄마를 봤다는 제보를 쫓아 두 형제, 방방곡곡 전국 원정을 시작한다!
 말투도, 스타일도, 직업도! 달라도 너~무 다른 이 형제!
 과연 사라진 엄마도 찾고, 잃어버린 형제애도 찾을 수 있을까?",우리는 형제입니다.jpg,2014.10.23,7.2,102분,"조진웅(박상연), 김성균(박하연), 김영애(승자)",장진,대한민국,522
애나벨,공포,"-1971년 워렌 부부, 로드 아일랜드에 거주하는 페론 가족에게 일어난 초자연적 사건 해결
 -1968년 워렌 부부, ‘애나벨’ 사건 해결
 -1967년 캘리포니아의 신혼부부, ‘애나벨’ 구매
 
 ..‘컨저링’의 1년 전!
 존은 임신 중인 아내 미아에게 흰색의 드레스를 입은 빈티지 인형을 선물한다. 그날 밤, 낯선 부부가 침입해 존과 미아를 공격한다. 한참의 격투 끝에 발견된 건 인형을 무릎 위에 놓고 죽어있는 여인. 여인에게서 흘러내린 피가 인형의 얼굴로 스며들어가는데… 한 달에 한 번, 신부님이 기도로 그 안의 악령을 다스린다는 ‘애나벨’은 그렇게 태어난다...",애나벨.jpg,2014.10.02,6.86,99분,"애나벨 월리스(미아), 워드 호튼(존), 알프리 우다드(에블린)",존 R. 레오네티,미국,523
헝거게임:모킹제이,"판타지, 액션","헝거게임이 끝나고 캣니스의 고향인 12구역이 캐피톨의 폭격으로 파괴되자 그녀는 절망감으로 괴로워한다. 12구역의 생존자들이 13구역에 있다는 것을 알게 된 캣니스는 반정부 세력의 중심이 된다. 어떤 공격도, 어떤 감시도 피할 수 있는 전설의 13구역을 다스리는 대통령 코인은 캣니스에게 혁명의 불꽃이자 반군의 상징인 모킹제이가 되어달라고 부탁하고, 모두의 희망이 된 캣니스는 이제 세상을 구할 반격을 시작한다.",헝거게임모킹제이.jpg,2014.11.20,7.55,123분,"제니퍼 로렌스(캣니스 에버딘 ), 조쉬 허처슨(피타 멜라크 ), 리암 헴스워스(게일 호손 )",프란시스 로렌스,미국,524
그랜드 부다페스트 호텔,"미스터리, 모험","1927년 세계대전이 한창이던 어느 날, 세계 최고의 부호 마담 D.가 의문의 살인을 당한다.
 유력한 용의자로 지목된 사람은 바로 전설적인 호텔 지배인이자 그녀의 연인 ‘구스타브’!
 구스타브는 누명을 벗기 위해 충실한 로비보이 ‘제로’에게 도움을 청하고,
 그 사이 구스타브에게 남겨진 마담 D.의 유산을 노리던 그녀의 아들 ‘드미트리’는 무자비한 킬러를 고용해 [그랜드 부다페스트 호텔]을 찾게 되는데…",그랜드 부다페스트 호텔.jpg,2018.10.11,8.39,100분,"랄프 파인즈(M. 구스타브), 틸다 스윈튼(마담 D.), 토니 레볼로리(제로)",웨스 앤더슨,"독일 , 영국",525
카트,드라마,"“안녕하십니까 고객님. 행복한 하루 되십시오 고객님.”
 대한민국 대표 마트 ‘더 마트’. “마트의 생명은 매출, 매출은 고객, 고객은 서비스”를 외치며 언제나 고객 만족 서비스를 실천하기 위해 온갖 컴플레인과 잔소리에도 꿋꿋이 웃는 얼굴로 일하는 ‘더 마트’의 직원들. 그러던 어느 날, 회사로부터 갑작스럽게 일방적인 해고 통지를 받게 된다.
 
 “회사가 잘 되면 저희도 잘 될 줄 알았습니다. 오늘 우리는 해고 되었습니다.”
 정규직 전환을 눈 앞에 둔 선희(염정아)를 비롯, 싱글맘 혜미(문정희), 청소원 순례(김영애), 순박한 아줌마 옥순(황정민), 88만원 세대 미진(천우희)은 하루 아침에 직장을 잃을 위기에 처한다. 노조의 ‘노’자도 모르고 살았던 그녀들이 용기를 내어 서로 힘을 합치는데…
 
 아무것도 몰랐던 그들의 뜨거운 싸움이 시작된다!",카트.jpg,2014.11.13,8.63,104분,"염정아(선희), 문정희(혜미), 김영애(순례여사)",부지영,대한민국,526
상의원,드라마,"30년 동안 왕실의 옷을 지어온 상의원의 어침장 조돌석(한석규)은
 이제 6개월만 채우면 곧 양반이 된다.
 
 어느 날 왕의 면복을 손보던 왕비(박신혜)와 그녀의 시종들은 실수로 면복을 불태우게 된다.
 
 궐 밖에서 옷 잘 짓기로 소문난 이공진(고수)은
 급하게 옷 짓는 사람이 필요했던 왕비의 청으로 입궐하여
 하루 만에 완벽하게 왕의 옷을 지어 올린다.
 
 돌석은 처음에는 기생들의 옷이나 만드는 천한 사내라고 생각하며 공진을 무시하나
 자신을 곧잘 따르는 공진에게 점차 마음을 열게 되고,
 그의 천재성에 묘한 질투심도 느낀다.
 
 왕(유연석)과 왕비를 사로잡은 공진의 옷들은 조선 전체의 유행을 일으키는 한 편,
 청나라 사신을 위한 대형 진연을 앞두고
 모두들 자신의 운명을 바꿀 최고의 옷을 만들기 시작하는데…",상의원.jpg,2014.12.24,7.86,127분,"한석규(돌석), 고수(공진), 박신혜(왕비)",이원석,대한민국,527
관능의 법칙,"드라마, 코미디","어린 남자와 만나는 골드미스 ‘신혜’
 당당하게 원하는 도발적인 주부 ‘미연’
 딸 몰래 연애하는 싱글맘 ‘해영’
 
 꽃보다 화려하게 만개하는 절정의 40대, 지금이 어느 때보다 제일 잘 나간다고 믿는 세 친구들!
 
 나름의 상처와 고민을 안고 살아가지만 지금 이 순간 만큼은 뻔뻔하게 밝히고 화끈하게 즐기며 일도, 사랑도, 섹스도 뜨겁게 하고 싶은 그녀들의 솔직한 이야기",관능의 법칙.jpg,2014.02.13,7.66,108분,"엄정화(정신혜), 문소리(조미연), 조민수(이해영)",권칠인,대한민국,528
리오 2,"애니메이션, 모험, 코미디, 가족","야생을 한 번도 겪어보지 못한 도시형 앵무새 ‘블루’는 자신과 정반대의 매력을 지닌 ‘쥬엘’을 만나 개구쟁이 세 아이를 낳고 평화로운 생활을 이어간다. 그러던 어느 날 아마존에서 자신들의 동족인 파란 마코 앵무새들이 발견됐다는 소식을 접하게 되고, 아내 ‘쥬엘’의 설득에 못 이겨 도심에서 3,200km 떨어진 아마존으로 모험을 떠난다. 야생 라이프에 완벽 적응한 ‘쥬엘’과 세 아이들과는 달리 도시생활에 길들여진 ‘블루’는 깃털 나고 처음으로 가 본 아마존 정글이 불편하기만 하다. 설상가상 ‘블루’에게 두 날개를 빼앗긴 악당 앵무새 ‘나이젤’이 복수를 위해 드림팀을 꾸려 ‘블루’의 뒤를 바짝 쫓고, 어둠의 세력까지 가세해 아마존 정글과 ‘블루’ 가족을 위협하고 나서는데….",리오 2.jpg,2014.05.01,8.3,101분,"제시 아이젠버그(블루 목소리), 앤 해서웨이(쥬엘 목소리), 저메인 클레멘트(나이젤 목소리)",카를로스 살다나,미국,529
"안녕,헤이즐","드라마, 멜로/로맨스","산소통을 캐리어처럼 끌고 호흡기를 생명줄처럼 차고 있는 헤이즐. 집에 틀어박혀 리얼리티 쇼나 보며 하루를 축내는 자신을 걱정하는 가족에게 등 떠밀려 어쩔 수 없이 참석한 암 환자 모임에서 꽃미소가 매력적인 어거스터스를 만난다. 담배를 입에 물었지만 불은 붙이지 않는 ‘상징적인 행동’으로 헤이즐의 맹비난을 재치있게 받아넘긴 어거스터스는 시크하고 우울증마저 겪는 헤이즐을 두근거리게 만든다.
 
 무한 설렘주의! 무엇도 방해할 수 없는 예측불허 로맨스~
 두 사람은 소설책을 나눠 읽으며 급속도로 가까워지고, 어거스터스는 헤이즐이 그토록 좋아하는 네덜란드의 작가를 만나게 해주기 위해 ‘지니의 소원’을 빌어 암스테르담 여행을 제안한다. 가족과 주변의 걱정과 만류에도 불구하고 생애 처음으로 여행길에 오른 두 사람. 자신을 시한폭탄이라 생각하고 사랑하는 것들 과 선을 그었던 그녀와, 거절당할까 두려워 진실을 감춰왔던 어거스터스는 서로에게 속마음을 털어놓기 시작하는데... 예측불허 이들의 사랑은 어떻게 될까?","안녕,헤이즐.jpg",2014.08.13,8.63,125분,"쉐일린 우들리(헤이즐 그레이스 랭커스터), 안셀 엘고트(어거스터스 워터스), 냇 울프(이삭)",조쉬 분,미국,530
고질라,액션,"포드 브로디는 어렸을 때에 일본 내 원자력 발전소에서 방사능 피폭사고로 어머니를 잃는다.
 15년 후 포드의 아버지 조는 사고의 원인이 자연재해가 아닌 다른 것이라고 믿고 계속해서 조사를 하지만 금지구역에 들어갔다가 결국 포드와 함께 붙잡히게 된다.
 비밀 연구소로 옮겨진 그들은 정부가 감추고 있던 괴생명체의 고치를 보게 되고, 때마침 고치에서 부화한 무토는 그곳을 빠져나가 인간들의 도시를 파괴하며 난동을 부리기 시작한다.
 한편 무토가 뿜어내는 신호를 듣고 거대한 괴수가 쓰나미를 일으키며 나타나는데...",고질라.jpg,2014.05.15,6.68,123분,"애런 존슨(포드 브로디), 브라이언 크랜스톤(조 브로디), 엘리자베스 올슨(엘 브로디)",가렛 에드워즈,미국,531
트랜센던스,"액션, 드라마, SF, 스릴러","인류가 수억 년에 걸쳐 이룬 지적능력을 초월하고 자각능력까지 가진 슈퍼컴 ‘트랜센던스’의 완성을 목전에 둔 천재 과학자 ‘윌’(조니 뎁)은 기술의 발전은 인류의 멸망이라 주장하는 반(反) 과학단체 ‘RIFT’의 공격을 당해 목숨을 잃는다. 연인 ‘에블린’(레베카 홀)은 윌의 뇌를 컴퓨터에 업로드 시켜 그를 살리는데 성공하지만, 또 다른 힘을 얻은 그는 온라인에 접속해 자신의 영역을 전 세계로 넓혀가기 시작하는데…",트랜센던스.jpg,2014.05.14,7.98,119분,"조니 뎁(윌 캐스터), 레베카 홀(에블린), 모건 프리먼(요셉 태거)",월리 피스터,"미국 , 영국",532
플랜맨,코미디,"""전 모든 일에 계획을 세우고 알람을 맞춥니다. 그게 이상한가요? 성실한거지.""
 
 6:00 기상, 밤새 흐트러진 침구 다림질. 6:35 샤워, 드라이기로 욕실 물기 제거. 8:00 옷 입기, 8:30 출근, 8:42 횡단보도 건너기... 예측불가능하고 무질서하며 세균투성이인 이 세상에서, 정석(정재영)은 모든 일에 알람을 맞추고 계획대로 사는 평화로운 삶을 추구한다.
 
 ""아저씨 내가 도와줘요? 나 그 언니랑 엄청 친한데.""
 
 자신과 똑 닮은 그녀(차예련)와 운명적인 짝사랑에 빠진 정석. 그러나 그녀는 정석의 계획적인 면이 싫다며 거절하고, 의사는 충격에 빠진 정석에게 변화를 권유한다. 짝사랑을 포기할 수 없는 정석은 평생 처음으로 '무계획적인 삶'을 결심하고, 그녀의 후배 소정(한지민)의 도움을 받기로 한다.
 
 ""이름을 알게 된지 37시간하고 13분 만에, 그런 황당한 제안은 처음 들어봤습니다!""
 
 자유분방하고 즉흥적인 소정은 하루 만에 정석의 인생을 뒤집어 놓는다. 급기야 출근 8년 7개월 26일 만에 처음으로 지각을 한 정석. 알람 없는 그의 인생은 순식간에 꼬여 가지만, 웬일인지 정석의 주변인들은 환호성을 보낸다. 급기야 소정은 정석에게 상상도 못했던 이상한(?) 제안을 하는데...
 
 단 한번도 계획 없이 살아본 적 없는 정석.
 과연, 그는 난관을 극복하고 사랑을 되찾을 수 있을까?",플랜맨.jpg,2014.01.09,8.2,115분,"정재영(한정석), 한지민(유소정)",성시흡,대한민국,533
7번방의 선물,코미디,"최악의 흉악범들이 모인 교도소 7번방에 이상한 놈이 들어왔다!
 그는 바로 6살 지능의 딸바보 '용구'!
 평생 죄만 짓고 살아온 7번방 패밀리들에게 떨어진 미션은 바로 '용구' 딸 '예승'이를 외부인 절대 출입금지인 교도소에 반.입.하.는.것!
 2013년 새해, 웃음과 감동 가득한 사상초유의 합동작전이 시작된다!",7번방의 선물.jpg,2013.01.23,8.83,127분,"류승룡(용구), 박신혜(큰 예승), 갈소원(어린 예승)",이환경,대한민국,534
변호인,드라마,"1980년대 초 부산.
 빽 없고, 돈 없고, 가방끈도 짧은 세무 변호사 송우석(송강호). 부동산 등기부터 세금 자문까지 남들이 뭐라든 탁월한 사업수완으로 승승장구하며 부산에서 제일 잘나가고 돈 잘 버는 변호사로 이름을 날린다.
 대기업의 스카우트 제의까지 받으며 전국구 변호사 데뷔를 코 앞에 둔 송변. 하지만 우연히 7년 전 밥값 신세를 지며 정을 쌓은 국밥집 아들 진우(임시완)가 뜻하지 않은 사건에 휘말려 재판을 앞두고 있다는 소식을 듣는다. 국밥집 아줌마 순애(김영애)의 간절한 부탁을 외면할 수 없어 구치소 면회만이라도 도와주겠다고 나선 송변.
 하지만 그곳에서 마주한 진우의 믿지 못할 모습에 충격을 받은 송변은 모두가 회피하기 바빴던 사건의 변호를 맡기로 결심하는데...
 
 “제가 하께요, 변호인. 하겠습니더”",변호인.jpg,2013.12.18,9.0,127분,"송강호(송우석), 김영애(최순애), 오달수(박동호)",양우석,대한민국,535
설국열차,"SF, 액션, 드라마","기상 이변으로 모든 것이 꽁꽁 얼어붙은 지구. 살아남은 사람들을 태운 기차 한 대가 끝없이 궤도를 달리고 있다. 춥고 배고픈 사람들이 바글대는 빈민굴 같은 맨 뒤쪽의 꼬리칸, 그리고 선택된 사람들이 술과 마약까지 즐기며 호화로운 객실을 뒹굴고 있는 앞쪽칸. 열차 안의 세상은 결코 평등하지 않다.
 
 기차가 달리기 시작한 17년 째, 꼬리칸의 젊은 지도자 커티스는 긴 세월 준비해 온 폭동을 일으킨다. 기차의 심장인 엔진을 장악, 꼬리칸을 해방시키고 마침내 기차 전체를 해방 시키기 위해 절대권력자 윌포드가 도사리고 있는 맨 앞쪽 엔진칸을 향해 질주하는 커티스와 꼬리칸 사람들. 그들 앞에 예기치 못한 상황들이 기다리고 있는데…",설국열차.jpg,2013.08.01,7.98,125분,"크리스 에반스(커티스), 송강호(남궁민수), 에드 해리스(윌포드)",봉준호,대한민국,536
관상,드라마,"얼굴을 보면 그 사람의 모든 것을 꿰뚫어보는 천재 관상가 내경. 처남 ‘팽헌’, 아들 ‘진형’과 산속에 칩거하고 있던 그는 관상 보는 기생 ‘연홍’의 제안으로 한양으로 향하고, 연홍의 기방에서 사람들의 관상을 봐주는 일을 하게 된다. 용한 관상쟁이로 한양 바닥에 소문이 돌던 무렵, ‘내경’은 ‘김종서’로부터 사헌부를 도와 인재를 등용하라는 명을 받아 궁으로 들어가게 되고, ‘수양대군’이 역모를 꾀하고 있음을 알게 된 그는 위태로운 조선의 운명을 바꾸려 한다.",관상.jpg,2013.09.11,8.02,139분,"송강호(내경), 이정재(수양대군), 백윤식(김종서)",한재림,대한민국,537
아이언맨 3,"SF, 모험, 액션","<어벤져스> 뉴욕 사건의 트라우마로 인해 영웅으로서의 삶에 회의를 느끼는 토니 스타크(로버트 다우니 주니어).
 그가 혼란을 겪는 사이 최악의 테러리스트 만다린(벤 킹슬리)을 내세운 익스트리미스 집단 AIM이 스타크 저택에 공격을 퍼붓는다. 이 공격으로 그에게 남은 건 망가진 수트 한벌 뿐.
 모든 것을 잃어버린 그는 다시 테러의 위험으로부터 세계와 사랑하는 여인(기네스 팰트로)를 지켜내야 하는 동시에 머릿속을 떠나지 않던 한가지 물음의 해답도 찾아야만 한다.
 과연 그가 아이언맨인가? 수트가 아이언맨인가?",아이언맨 3.jpg,2013.04.25,8.86,129분,"로버트 다우니 주니어(토니 스타크/아이언맨), 기네스 팰트로(페퍼 포츠), 벤 킹슬리(만다린)",셰인 블랙,"미국 , 중국",538
베를린,"액션, 드라마","거대한 국제적 음모가 숨겨진 운명의 도시 베를린.
 그 곳에 상주하는 국정원 요원 정진수는 불법무기거래장소를 감찰하던 중 국적불명, 지문마저 감지되지 않는 일명 ‘고스트’ 비밀요원 표종성의 존재를 알게 된다. 그의 정체를 밝혀내기 위해 뒤를 쫓던 정진수는 그 배후에 숨겨진 엄청난 국제적 음모를 알게 되면서 걷잡을 수 없는 위기에 빠진다.
 한편 표종성을 제거하고 베를린을 장악하기 위해 파견된 동명수는 그의 아내 연정희를 반역자로 몰아가며 이를 빌미로 숨통을 조이고, 표종성의 모든 것에 위협을 가한다. 표종성은 동명수의 협박 속에서 연정희의 무죄를 증명하기 위해서 그녀를 미행하게 되지만, 예상치 못한 아내의 비밀을 알게 되면서 혼란에 휩싸이게 되는데...
 
 국제적 음모와 각자의 목적에 휘말려 서로를 쫓는 이들의 숨막히는 추격전!
 2013년, 초대형 액션 프로젝트가 펼쳐진다!",베를린.jpg,2013.01.30,7.84,120분,"하정우(표종성), 한석규(정진수), 류승범(동명수)",류승완,대한민국,539
은밀하게 위대하게,"액션, 드라마, 코미디","공화국에선 혁명전사,이 곳에선 간첩.
 들개로 태어나 괴물로 길러진 내 남파임무는
 어이없지만 동네 바보입니다.
 
 북한의 남파특수공작 5446 부대.
 20000:1의 경쟁률을 뚫은 최고 엘리트 요원 원류환, 공화국 최고위층 간부의 아들이자 류환 못지 않은 실력자 리해랑, 공화국 사상 최연소 남파간첩 리해진. 세 사람은 5446부대의 전설 같은 존재이다.
 
 하지만 조국통일이라는 원대한 사명을 안고 남파된 그들이 맡은 임무는 어처구니 없게도 달동네 바보, 가수지망생, 고등학생이다. 전달되는 명령도 없이 시간은 흘러만 가고 남한 최하층 달동네 사람들과 부대끼며 살아가는 일상에 익숙해져 간다.
 그러던 어느 날 그들에게 전혀 뜻밖의 은밀하고 위대한 임무가 내려진다.
 
 전설이 되어야만 돌아갈 수 있는
 그들의 이야기가 지금 시작됩니다.",은밀하게 위대하게.jpg,2013.06.05,7.12,123분,"김수현(원류환), 박기웅(리해랑), 이현우(리해진)",장철수,대한민국,540
숨바꼭질,스릴러,"우리 집에 낯선 사람이 숨어 살고 있다면...?
 숨바꼭질 암호 □1○1△2
 고급 아파트에서 완벽한 가정을 꾸리고 사는 성공한 사업가 ‘성수’(손현주)는
 하나 뿐인 형에 대한 비밀과 지독한 결벽증을 갖고 있다.
 어느 날 그는 형의 실종 소식을 듣고 수십 년 만에 찾아간 형의 아파트에서
 집집마다 새겨진 이상한 암호와 형을 알고 있는 ‘주희’(문정희) 가족을 만난다.
 
 “제발 그 사람한테 제 딸 좀 그만 훔쳐보라고 하세요”
 어린 딸과 단 둘이 살고 있는 ‘주희’는
 자신의 집을 훔쳐보는 누군가의 존재를 느끼며 두려움에 떨고 있다.
 낡은 아파트의 암호를 찬찬히 살펴보던 ‘성수’는 그것이
 그 집에 사는 사람의 성별과 수를 뜻하는 것을 알게 된다.
 
 우리 집에 나 말고 다른 사람이 살고 있다!
 형의 아파트를 뒤로한 채 자신의 안락한 집으로 돌아온 그 날,
 ‘성수’는 형의 아파트에서 봤던 암호가 자신의 집 초인종 옆에서
 새겨진 것을 발견한다.
 
 사라진 형. 숨바꼭질 암호. 서로 다른 두 가족에게 찾아온 충격적 진실.
 가족을 지키기 위한 두 가장의 숨가쁜 사투가 시작된다!",숨바꼭질.jpg,2013.08.14,6.74,107분,"손현주(성수), 문정희(주희), 전미선(민지)",허정,대한민국,541
더 테러 라이브,"스릴러, 드라마","“지금… 한강 다리를 폭파하겠습니다”
 불미스러운 일로 라디오 프로그램으로 밀려난 국민 앵커 ‘윤영화’는 생방송 진행 중, 신원미상 청취자로부터 협박전화를 받는다.
 “내가 터뜨린다고 했죠…?”
 장난전화로 치부하며 전화를 끊은 순간, 마포대교가 폭발하는 장면을 목격하게 된다. 눈 앞에서 벌어진 끔찍한 재난이 ‘테러사건’이라는 단서를 쥐게 된 윤영화!
 “신고하지마. 이건 일생일대의 기회야!”
  마감뉴스 복귀 조건으로 보도국장과 물밑 거래를 시도한 그는 테러범과의 전화통화를 독점 생중계하기에 이른다.
 “지금 뭐 하자는 거예요. 언론사 건드려 봤자 좋을 거 없어!”
 21억이라는 거액의 보상금과 대통령의 사과를 요구하는 테러범. 한편 윤영화는 자신의 귀에 꽂힌 인이어에 폭탄이 설치된 사실을 알게 되는데…
 테러범의 정체는 무엇이며,
 왜 하필 앵커 ‘윤영화’를 지목했을까?",더 테러 라이브.jpg,2013.07.31,8.3,97분,"하정우(윤영화), 이경영(차대은), 전혜진(박정민)",김병우,대한민국,542
감시자들,"범죄, 액션, 스릴러","범죄 대상에 대한 감시만을 전문적으로 담당하는 경찰 내 특수조직 감시반.
 동물적인 직감과 본능으로 범죄를 쫓는 감시 전문가 ‘황반장’(설경구)이 이끄는 감시반에
 탁월한 기억력과 관찰력을 지닌 신참 ‘하윤주’(한효주)가 합류한다.
 그리고 얼마 후 감시반의 철저한 포위망마저 무용지물로 만든 범죄가 벌어진다.
 단 3분만에 한 치의 실수도 없이 벌어진 무장강도사건.
 얼굴도, 단서도 남기지 않은 그들의 존재에 모든 시선이 꽂힌다.
 
 철저하게 짜여진 계획 하에 움직이며 1초의 오차도 용납하지 않는 범죄 조직의 리더 ‘제임스’(정우성).
 자신의 존재를 절대 드러내지 않는 그는 감시반의 추적이 조여올수록 더욱 치밀하게 범죄를 이어간다.
 더 이상의 범죄를 막기 위해 반드시 놈의 실체를 알아내야만 하는 감시반.
 황반장과 하윤주는 모든 기억과 단서를 동원해 놈을 쫓기 시작하는데...",감시자들.jpg,2013.07.03,7.76,119분,"설경구(황반장), 정우성(제임스), 한효주(하윤주)","조의석, 김병서",대한민국,543
월드워Z,"드라마, 스릴러, SF, 액션, 모험","전 세계 이상 기류… 거대한 습격이 시작된다!
 의문의 항공기 습격, 국가별 입국 전면 통제, 국경선을 둘러싼 높은 벽,
 세계 곳곳에서 원인을 알 수 없는 이변이 일어나기 시작한다.
 그리고 정체불명 존재들의 무차별적 공격으로 도시는 순식간에 아수라장으로 변한다.
 
 인류의 대재난에 맞설 최후의 적임자, 제리
 군인 출신으로 전시 경험이 풍부하고 위기 대처 능력이 뛰어난 UN 소속 조사관 제리는
 위험한 상황에서 가까스로 가족들과 탈출하는데 성공하고
 이제껏 본적 없는 인류 최대의 위기 앞에 대재난에 맞설 최후의 적임자로 지목된다
 
 생존률 제로, 최후의 카운트다운이 시작된다!
 마침내 제리는 전 세계를 위협하는 거대한 정체들과 직면하게 되고,
 그들의 끊임없는 공격에 맞서 필사의 사투를 벌이게 되는데…
 과연 누구도 살아남을 수 없는 인류 최후의 대재난을 막아낼 수 있을 것인가!",월드워Z.jpg,2013.06.20,8.24,115분,"브래드 피트(제리 레인), 미레유 에노스(카린 레인)",마크 포스터,미국,544
신세계,"범죄, 드라마","""너, 나하고 일 하나 같이 하자""
 경찰청 수사 기획과 강과장(최민식)은 국내 최대 범죄 조직인 '골드문'이 기업형 조직으로 그 세력이 점점 확장되자 신입경찰 이자성(이정재)에게 잠입 수사를 명한다. 그리고 8년, 자성은 골드문의 2인자이자 그룹 실세인 정청(황정민)의 오른팔이 되기에 이른다.
 
 ""우리 브라더는 그냥 딱, 이 형님만 믿으면 돼야!""
 골드문 회장이 갑자기 사망하자, 강과장(최민식)은 후계자 결정에 직접 개입하는 '신세계' 작전을 설계한다. 피도 눈물도 없는 후계자 전쟁의 한 가운데, 정청(황정민)은 8년 전, 고향 여수에서 처음 만나 지금까지 친형제처럼 모든 순간을 함께 해 온 자성(이정재)에게 더욱 강한 신뢰를 보낸다.
 
 ""약속 했잖습니까... 이번엔 진짜 끝이라고""
 한편, 작전의 성공만 생각하는 강과장(최민식)은 계속해서 자성(이정재)의 목을 조여만 간다. 시시각각 신분이 노출될 위기에 처한 자성(이정재)은 언제 자신을 배신할 지 모르는 경찰과, 형제의 의리로 대하는 정청(황정민) 사이에서 갈등하게 되는데…",신세계.jpg,2020.05.21,8.94,134분,"이정재(이자성), 최민식(강과장), 황정민(정청)",박훈정,대한민국,545
